UID_caps;caps_QC01A;caps_QC02A;caps_QC02;caps_QC03;caps_QC04A;caps_QC04B;caps_QC04C;caps_QC04D;caps_QC04E;caps_QC05_1;caps_QC05_2;caps_QC05_DO_QC05_1;caps_QC05_DO_QC05_2;caps_QC06A;caps_QC06B;caps_QC06C;caps_QC06D;caps_QC07;caps_QC08_1;caps_QC08_2;caps_QC08_3;caps_QC08_4;caps_QC08_5;caps_QC09A;caps_QC09B;caps_QC09C;caps_QC09D;caps_QC09E;caps_QC08B_1;caps_QC08B_2;caps_QC08B_3;caps_QC08B_4;caps_QC08B_5;caps_QC09A_2;caps_QC09B_2;caps_QC09C_2;caps_QC09D_2;caps_QC09E_2;caps_ccl_q01;caps_ccl_q02;caps_ccl_q03;caps_ccl_q04;caps_ccl_q05_1;caps_ccl_q05_2;caps_ccl_q05_3;caps_ccl_q05_4;caps_ccl_q05_5;caps_ccl_q05_6;caps_ALEA_C;caps_SliderOrder;caps_Slider_S1;caps_Slider_S2;caps_Slider_S3;caps_Slider_S4;caps_Slider_S5;caps_Choix_QC09A;caps_Choix_QC09B;caps_Choix_QC09C;caps_Choix_QC09D;caps_Choix_QC09E;caps_Choix_QC09A_2;caps_Choix_QC09B_2;caps_Choix_QC09C_2;caps_Choix_QC09D_2;caps_Choix_QC09E_2;caps_Device;caps_Version;caps_QC04_DO_QC04E;caps_QC04_DO_QC04D;caps_QC04_DO_QC04C;caps_QC04_DO_QC04B;caps_QC04_DO_QC04A;caps_QC04_DO_transition;caps_QC06_DO_transition;caps_caps_QC06_DO_QC06D;caps_QC06_DO_QC06C;caps_QC06_DO_QC06B;caps_QC06_DO_QC06A;cal_AGE;cal_DIPL;cal_SEXE;cal_TUU;cal_ZEAT;PDSPLT_INIT;POIDS_INIT;panel;POIDS_caps;PDSPLT_caps;eayy_a3_rec;eayy_a4_rev;eayy_a5;eayy_a5c_rec;eayy_b1_rev;eayy_b10a;eayy_b11;eayy_b11cjt;eayy_b18_rec;eayy_b18c;eayy_b18ccjt;eayy_b18cjt_rec;eayy_b1b;eayy_b1bcjt;eayy_b1cjt_rev;eayy_b2_11a_rec;eayy_b2_11acjt_rec;eayy_b25_rec;eayy_b25cjt_rec;eayy_b5;eayy_b5a_rec;eayy_b5acjt;eayy_b5d_rec;eayy_b6a_12a_rec;eayy_b6b_12b_rec;eayy_b7b_rec;eayy_b8_rec;eayy_b8cjt_rec;eayy_c1_rec;eayy_c1jeu;eayy_c8;eayy_c8a_rec;eayy_c8b_rec;eayy_d1;eayy_d2_rev;eayy_d3;eayy_d5a;eayy_d6;eayy_d7_rev_som;eayy_e1a;eayy_e1b;eayy_e1c;eayy_e1d;eayy_e1e;eayy_e1f1;eayy_e1f2;eayy_e1g;eayy_e1h;eayy_e1i;eayy_e1j;eayy_e2a_rec2;eayy_e2auc2;eayy_e2auc_source2;eayy_e3_som;eayy_e4;eayy_e5;eayy_e6;eayy_f1_rev;eayy_f1a1;eayy_f3_rev;eayy_f4;eayy_f6a;eayy_f7_som;eayy_f7ter;eayy_f9;eayy_g1_1;eayy_g1_2;eayy_g3a;eayy_g3b;eayy_g3c;eayy_g3d;eayy_g5;eayy_g6_1;eayy_g6_2;eayy_g6_3;eayy_g6_4;eayy_g7;eayy_g8a;eayy_g8b;eayy_g8c;eayy_h_c11;eayy_h_teo1;eayy_h5_rev;eayy_i1;eayy_i2;eayy_i8;eayy_i11_rev_22;eayy_i11a_22;eayy_i12_rev_22;eayy_i12a_22;eayy_j1;eayy_k1_rec;eayy_k2_rec;eayy_k3;eayy_pcs29_2020;eayy_pcs18_2020;eayy_pcs6_2020;eayy_pcs6cjt_2020;eayy_typmen5;eayy_vague
1439;2;1;1;4;5;5;6;4;3;3;4;1;2;3;3;5;2;1;3;4;3;3;6;2;2;2;2;3;3;4;4;3;6;2;2;2;2;3;7;3;3;9999;4;4;4;4;4;2;1;S4|S1|S5|S2|S3;4;3;6;3;3;2;2;2;2;3;2;2;2;2;3;Mobile;1;5;3;4;2;6;1;1;4;3;5;2;3;1;1;6;8;1,09038176382848;0,976005287817985;1;1,17589822597182;1,51695128739063;3;4;1;5;1;6666;6666;1;11;5;5;11;1;2;4;4;2;2;1;1;1;6666;3;5;6666;2;4;6666;3;2;2;6666;6666;2;6666;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;10;4;9996;2;1;3;3;7;2;3;3;2;0;3;6;1;1;2;2;2;2;1;2;1;1;1;3;3;2;4;1;2;7;2;3;6;3;6666;3;6666;2;7;8;3;47;47;4;3;4;2025
444;1;1;1;9999;5;2;10;0;2;4;2;1;2;0;0;8;0;1;2;8;4;6;2;2;2;2;2;8;2;8;4;6;2;2;2;2;2;8;0;4;4;9999;2;5;2;2;3;2;1;S4|S1|S2|S3|S5;8;4;6;2;2;2;2;2;2;8;2;2;2;2;8;6666;1;6;2;3;4;5;1;1;4;2;5;3;4;4;1;0;2;0,0982718172582873;0,0823319410559653;1;0,102689802782164;0,12592675009267;1;5;3;6666;1;6666;6666;6666;1;1;6666;6666;1;6666;6666;2;6666;1;6666;1;1;6666;3;6666;7;2;6666;6666;1;1;1;1;1;2;6666;1;3;1;0;1;2;2;2;2;2;2;2;2;2;2;9;7;1;1;2;2;3;8;5;1;2;5;1;2;1;3;4;1;1;1;2;2;1;2;2;2;2;1;6666;4;2;2;7;3;3;7;1;13;1;2;3;5;6;2;48;48;4;6666;1;2025
1543;1;1;3;3;5;5;5;5;1;4;4;2;1;5;1;5;5;1;5;0;7;8;9;2;2;2;2;9;5;0;7;8;9;2;2;2;2;9;5;4;3;9999;2;5;3;2;5;4;2;S5|S4|S3|S2|S1;9;8;7;0;5;2;2;2;2;9;2;2;2;2;9;Mobile;1;4;2;3;5;6;1;1;5;4;2;3;3;3;2;0;4;0,660887943233534;3,47529486347888;1;3,590703565325;0,868136921753156;1;4;1;7;1;6666;6666;1;7;2;2;6;1;2;7;2;4;2;2;1;2;6666;2;6666;10;10;6666;1;2;1;1;2;1;1;6666;1;5;2;0;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;4;1;2;0;2;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;4;9999;9999;9999;6666;9999;6666;9999;9999;9999;9999;52;51;5;6;3;2025
213;2;1;1;4;5;5;10;5;0;4;4;1;2;5;5;10;5;1;0;10;0;0;0;2;2;2;2;10;0;10;0;0;0;2;2;2;2;10;10;4;3;1;5;5;2;2;3;2;2;S5|S1|S2|S3|S4;10;0;0;0;0;2;2;2;2;10;2;2;2;2;10;Mobile;1;2;6;3;5;4;1;1;2;4;5;3;5;1;1;1;9;0,150372057933795;0,118056090218818;1;0,118743813330345;0,188512490726637;1;5;1;3;1;6666;6666;1;11;5;3;8;1;2;5;1;1;6666;6666;6666;2;6666;6666;6666;6666;11;6666;6666;2;1;1;2;1;1;6666;1;4;2;0;2;1;2;1;2;2;2;2;2;2;2;10;6;1;0;2;4;3;6;6;1;2;3;0;3;4;3;4;3;1;1;1;2;2;2;1;2;3;3;2;4;2;1;7;1;3;6;1;4;1;2;1;7;6;2;31;31;3;2;3;2025
660;2;1;3;3;8;8;7;7;8;5;4;1;2;3;4;7;4;1;3;5;1;7;3;2;2;2;2;8;5;5;1;7;3;2;2;2;2;8;8;3;3;9999;3;4;2;2;4;2;1;S5|S1|S2|S3|S4;5;1;7;3;3;2;2;2;2;8;2;2;2;2;8;Mobile;1;2;6;4;3;5;1;1;3;4;5;2;6;3;2;1;4;0,0946049327262434;0,0933931812379293;1;0,104202635257045;0,106837151644953;1;4;1;7;5;6666;1;1;5;1;4;10;2;2;5;6;6;2;2;6666;1;6666;6666;3;6666;11;6666;6666;2;1;2;6666;6666;3;4;2;5;5;0;2;2;2;1;2;2;2;2;2;2;2;9;5;1;0;2;3;1;7;3;3;3;5;0;3;5;2;1;1;1;1;1;2;2;2;1;2;3;1;3;4;1;1;7;3;3;8;2;6666;2;6666;2;4;2;1;55;55;5;5;3;2025
298;2;1;1;1;1;1;6;1;3;5;4;1;2;0;6;6;4;2;2;1;1;2;5;2;2;2;2;10;2;1;1;2;5;2;2;2;2;10;10;4;4;9999;4;4;1;1;4;1;1;S4|S1|S2|S3|S5;1;1;2;2;5;2;2;2;2;10;2;2;2;2;10;6666;1;2;4;3;5;6;1;1;4;3;2;5;4;2;1;4;3;0,0326999976819701;0,029075715416489;1;0,0301264754020545;0,0347821404053252;1;5;3;6666;4;2;1;6666;10;4;6666;6666;2;6666;6666;4;6666;1;6666;6666;1;6666;6666;4;6666;11;3;6666;2;1;1;1;1;4;1;1;1;2;0;2;2;2;2;2;2;2;2;1;2;2;3;1;1;1;2;3;3;5;2;2;3;2;0;3;2;3;1;2;1;1;1;2;1;2;2;2;4;3;6666;3;2;1;7;3;1;7;4;6666;4;6666;1;8;7;5;48;48;4;6666;2;2025
255;2;1;1;4;9;1;9;9;7;4;3;2;1;6;6;9;3;2;10;0;10;8;7;1;2;1;1;9;10;0;10;8;7;1;2;1;1;9;5;4;4;9999;3;3;2;2;2;2;2;S1|S2|S3|S5|S4;10;0;10;7;8;1;2;1;1;9;1;2;1;1;9;Mobile;1;5;6;3;4;2;1;1;2;5;4;3;3;2;2;6;8;1,16543027342993;0,727233850097242;1;0,803563399255431;1,32046867056539;1;5;3;6666;1;6666;6666;6666;10;4;6666;6666;1;6666;6666;4;6666;2;6666;1;1;6666;1;3;6666;6;2;6666;4;3;2;6666;6666;1;6666;2;2;3;9999;1;2;1;2;2;1;2;2;2;2;2;9;3;1;2;2;4;3;6;5;4;3;4;0;1;5;1;1;4;2;2;1;2;2;2;1;2;3;2;6666;2;2;3;4;2;3;3;1;1;1;3;2;5;8;3;54;54;5;6666;5;2025
1290;2;2;6666;4;3;5;8;3;7;4;3;2;1;4;8;8;8;1;7;7;3;2;7;1;2;2;2;8;4;4;2;1;5;1;2;2;2;8;6;4;4;9999;4;3;1;2;3;1;2;S5|S4|S3|S2|S1;7;2;3;7;7;1;2;2;2;8;1;2;2;2;8;Mobile;1;3;2;5;6;4;1;1;3;5;4;2;2;2;1;6;3;2,14830197916072;2,14806838697623;1;2,62259771289559;2,72166004744049;1;1;3;6666;1;6666;6666;6666;10;4;6666;6666;1;6666;6666;4;6666;2;6666;1;1;6666;4;6;6666;2;3;6666;1;1;2;6666;6666;2;6666;2;3;3;0;1;2;2;2;2;2;2;2;2;2;2;11;10;1;1;2;5;3;7;4;4;3;5;0;3;5;1;3;2;1;1;1;2;2;2;1;2;3;1;6666;4;2;1;7;2;2;5;1;7;1;2;2;6;8;2;38;36;3;6666;1;2025
623;1;2;6666;3;7;5;7;7;7;3;2;1;2;6;5;8;5;2;10;7;6;6;10;1;1;2;1;5;10;7;6;6;10;1;1;2;1;5;5;4;4;1;3;3;3;2;3;2;1;S1|S2|S4|S5|S3;10;7;10;6;6;1;1;2;1;5;1;1;2;1;5;6666;1;6;5;3;2;4;1;1;3;2;4;5;2;2;2;0;7;0,721323017861669;0,446239782973724;1;0,511440341076058;0,913061976875224;1;3;1;2;1;6666;6666;1;10;4;2;7;1;2;4;2;7;2;2;1;2;6666;4;6666;9;11;6666;2;2;1;2;6666;6666;1;6666;1;2;2;2;1;1;1;2;2;2;2;2;2;1;2;11;9;1;4;2;3;1;8;4;5;4;4;1;1;5;1;1;2;1;2;1;2;2;2;1;2;5;2;2;4;1;2;6;4;3;5;1;13;2;6666;3;3;5;2;43;41;4;5;3;2025
1610;2;1;1;4;8;6;8;4;8;3;3;1;2;5;3;7;5;9999;5;5;5;5;9999;9999;9999;9999;9999;9999;5;5;5;5;5;2;2;2;2;7;3;4;2;9999;2;3;3;2;2;3;1;S2|S5|S1|S4|S3;5;5;6666;5;5;6666;6666;6666;6666;6666;2;2;2;2;7;Mobile;1;3;5;6;2;4;1;1;2;4;3;5;3;1;1;1;3;0,516488836078434;0,406981703506262;1;0,453217328206158;0,718088393831783;1;4;1;5;1;6666;6666;6666;11;5;5;11;1;1;1;1;1;6666;6666;6666;1;1;6666;6666;6666;10;6666;6666;4;3;2;6666;6666;2;6666;1;3;1;0;2;1;2;2;2;2;2;2;2;1;2;12;7;3;5;2;4;1;7;5;4;3;4;1;3;7;2;1;2;3;2;2;2;2;1;1;1;4;3;3;3;1;1;7;3;2;5;1;13;1;3;2;6;7;4;43;41;4;3;4;2025
847;2;2;6666;4;2;5;5;5;5;4;3;2;1;5;7;9;5;1;5;5;4;6;6;2;2;2;1;8;5;5;4;6;6;2;2;2;1;8;2;4;4;1;2;5;4;3;1;4;1;S1|S4|S2|S3|S5;5;4;6;5;6;2;2;2;1;8;2;2;2;1;8;6666;1;6;4;5;3;2;1;1;4;3;2;5;7;4;1;0;7;0,459316765773235;0,421732115854473;1;0,581081336234108;0,650147624887186;1;2;1;6;5;6666;1;9999;4;1;3;8;2;2;5;1;6666;6666;6666;6666;1;6666;6666;6666;6666;1;6666;6666;2;1;2;6666;6666;1;6666;1;5;1;1;2;2;2;1;2;2;2;2;2;1;2;11;7;1;5;2;1;3;8;6;4;3;6;2;2;2;2;9999;1;3;3;1;2;2;2;1;2;2;3;2;4;1;3;2;3;2;7;1;2;1;2;3;8;9;5;10;10;1;9999;3;2025
1147;2;2;6666;3;6;5;9999;5;7;3;3;1;2;4;7;4;5;2;5;5;8;5;7;2;2;1;1;6;5;7;8;5;7;2;2;1;1;6;8;4;4;1;4;4;1;2;2;1;1;S4|S3|S5|S2|S1;7;5;5;5;8;2;2;1;1;6;2;2;1;1;6;Mobile;1;4;2;3;5;6;1;1;3;2;4;5;3;1;2;8;1;0,0293535221533824;0,0432071160700157;1;0,0516527918939347;0,0408203600517319;1;1;2;3;1;6666;6666;6666;11;5;4;10;1;1;1;4;1;2;6666;1;1;1;4;6;6666;5;1;6666;1;1;2;6666;6666;3;2;2;3;3;0;1;3;3;3;3;3;3;3;3;3;3;11;10;1;3;2;4;3;8;3;4;3;4;0;3;5;2;1;1;2;2;1;2;2;2;1;2;3;1;6666;4;2;1;7;3;2;5;4;6666;4;6666;1;3;6;3;37;36;3;4;1;2025
787;2;1;1;4;9999;1;1;1;0;4;4;1;2;1;3;7;9999;1;8;2;7;8;2;2;9999;2;2;6;8;2;7;5;2;2;9999;2;2;6;7;4;4;9999;3;3;2;3;3;3;2;S1|S2|S3|S5|S4;8;2;7;2;8;2;6666;2;2;6;2;6666;2;2;6;Mobile;1;6;2;5;4;3;1;1;2;4;5;3;4;2;2;0;2;0,119550214079353;0,0626763390077956;1;0,0627163513084116;0,127168929878583;1;5;3;6666;1;6666;6666;6666;10;4;6666;6666;1;6666;6666;4;6666;2;6666;1;1;6666;3;1;6666;1;4;6666;1;1;2;6666;6666;1;6666;1;5;2;2;1;2;2;2;2;2;2;2;2;2;2;9;7;1;1;2;4;3;6;4;3;3;4;0;3;3;2;1;2;1;1;1;2;2;2;1;2;2;1;6666;4;1;2;6;3;3;5;1;7;1;2;2;3;2;2;67;66;6;6666;1;2025
319;2;1;1;3;5;5;5;3;7;3;3;2;1;7;5;5;7;2;2;2;5;7;7;2;2;2;2;8;2;2;5;7;7;2;2;2;2;8;7;4;4;9999;3;5;3;2;3;2;1;S3|S2|S5|S4|S1;7;2;2;7;5;2;2;2;2;8;2;2;2;2;8;Mobile;1;4;5;3;6;2;1;1;4;2;5;3;3;1;1;0;7;0,0799726619315056;0,064696013421697;1;0,0731308651445994;0,111163938242224;1;4;1;4;1;6666;6666;6666;11;5;5;11;1;1;1;3;2;1;2;2;1;2;2;6;6666;8;3;6666;6;3;2;6666;6666;1;6666;1;5;1;5;1;2;2;2;2;1;2;2;2;2;2;11;3;2;1;2;3;3;6;3;3;3;4;2;3;7;1;2;2;1;1;1;2;1;2;2;2;3;2;2;4;2;1;7;3;2;6;1;7;1;2;2;7;5;4;38;36;3;4;4;2024
1272;2;1;1;3;8;7;8;7;7;1;1;2;1;1;6;10;9;2;6;7;7;6;7;1;2;2;1;8;6;7;7;6;7;1;2;2;1;8;9;4;4;9999;4;4;1;1;4;1;2;S5|S2|S1|S3|S4;7;7;6;7;6;1;2;2;1;8;1;2;2;1;8;Mobile;1;5;3;2;6;4;1;1;5;3;4;2;4;1;2;6;2;0,0214018379011564;0,0163412318523606;1;0,0185897496189308;0,028310819278622;1;4;2;7;1;6666;6666;1;11;5;5;11;1;2;4;2;4;1;2;1;1;6666;2;6666;10;11;6666;2;2;1;1;3;4;2;6666;1;4;1;2;1;1;1;2;2;1;1;1;1;2;2;13;10;1;3;1;5;3;8;6;5;4;2;2;1;7;4;4;5;4;4;2;1;2;2;1;1;4;2;6666;1;2;1;7;2;2;3;1;3;1;3;1;2;1;2;34;32;3;4;3;2025
486;2;2;6666;3;9;8;8;5;0;1;1;2;1;2;0;4;0;1;10;7;0;7;5;1;1;2;2;2;10;7;0;7;4;1;1;2;2;2;4;4;4;1;2;5;3;2;2;3;2;S3|S1|S4|S2|S5;7;7;10;0;5;1;1;2;2;2;1;1;2;2;2;6666;1;4;5;3;2;6;1;1;2;5;3;4;5;1;2;0;1;0,20620711773652;0,153911429340279;1;0,156679449756795;0,258453955340459;1;5;1;5;5;6666;1;6666;11;5;4;10;2;1;1;3;2;2;1;6666;1;1;6666;4;6666;11;3;6666;2;1;2;6666;6666;2;6666;1;5;2;3;1;2;2;1;2;2;2;2;2;2;2;9999;9999;3;2;1;4;3;5;2;4;9999;4;0;3;5;2;1;3;2;2;2;1;2;2;1;2;2;1;3;4;1;1;7;1;4;10;1;6;1;1;3;4;2;1;46;46;4;5;3;2025
1450;1;1;1;3;7;5;7;7;5;3;2;1;2;5;7;7;9999;2;6;6;5;5;8;2;2;2;2;8;6;6;4;5;6;2;2;1;2;8;6;4;2;9999;3;4;3;2;3;2;1;S3|S5|S4|S2|S1;8;5;6;5;6;2;2;2;2;8;2;2;1;2;8;Mobile;1;5;3;2;6;4;1;1;3;5;4;2;7;2;1;6;8;0,686659098393219;0,432226966112768;1;0,529885267676244;0,823288446111818;1;4;1;7;5;6666;1;1;10;4;5;11;2;2;5;4;2;1;2;6666;1;6666;6666;6;6666;7;4;6666;2;1;2;6666;6666;1;6666;2;3;5;0;2;2;2;1;2;2;2;2;2;2;2;12;10;1;3;1;6;3;7;3;5;4;3;3;3;6;2;4;5;2;2;1;2;2;1;2;2;2;3;1;2;1;4;2;1;3;7;1;9;1;2;3;7;9;3;37;36;3;3;3;2025
137;1;1;1;3;7;4;6;5;1;4;3;2;1;3;3;7;5;1;9;8;0;1;1;1;2;2;2;8;9;8;0;1;1;1;2;2;2;8;6;4;4;9999;3;3;3;3;4;1;2;S1|S3|S4|S5|S2;9;1;8;0;1;1;2;2;2;8;1;2;2;2;8;Mobile;1;5;4;2;6;3;1;1;5;4;2;3;4;2;1;1;9;0,102737012413972;0,0530331896844519;1;0,0526798803623136;0,10929721490849;1;1;3;6666;1;6666;6666;6666;9;3;6666;6666;1;6666;6666;1;6666;6666;6666;6666;1;6666;6666;6666;6666;4;6666;6666;2;1;2;6666;6666;3;4;2;2;5;0;2;1;2;2;1;1;2;1;2;2;2;8;4;1;1;2;3;3;6;4;1;2;5;0;3;3;2;4;1;1;1;1;2;1;2;2;2;5;1;6666;3;1;1;6;3;2;6;1;7;1;2;4;5;8;3;22;22;2;6666;2;2025
99;2;2;6666;4;10;8;10;10;5;4;4;2;1;2;5;10;2;1;5;10;8;5;7;2;2;2;2;8;5;10;8;5;7;2;2;2;2;8;8;4;3;9999;3;5;3;3;3;2;1;S2|S1|S3|S4|S5;10;5;8;5;7;2;2;2;2;8;2;2;2;2;8;6666;1;6;5;3;2;4;1;1;2;3;5;4;4;2;1;0;2;0,23561212954504;0,109828205312427;1;0,112127200708478;0,250629082680149;1;2;1;5;1;6666;6666;6666;10;4;4;10;1;1;1;2;2;2;2;1;1;1;5;6666;9;9;6666;6666;2;1;2;6666;6666;1;6666;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;12;10;1;1;2;4;1;8;3;1;2;4;0;3;2;2;4;1;2;2;1;2;1;2;2;2;4;1;1;9999;2;1;7;3;3;5;1;9;2;6666;3;7;9;3;34;32;3;4;3;2025
421;2;1;1;4;6;9999;3;5;9999;9999;9999;1;2;0;9999;9999;7;2;9999;8;8;9999;9999;2;2;2;2;5;5;8;8;5;5;2;2;2;2;5;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;S4|S1|S5|S2|S3;8;6666;6666;6666;8;2;2;2;2;5;2;2;2;2;5;Mobile;1;3;4;2;6;5;1;1;5;3;2;4;5;1;2;8;1;0,670686814561926;0,6816998028378;1;0,736193038915883;0,84087790162914;2;4;1;7;1;6666;6666;1;11;5;5;11;1;2;5;2;2;1;2;1;1;6666;3;6666;9;11;6666;6666;4;1;2;6666;6666;3;4;2;5;3;1;1;2;2;1;2;2;2;2;2;2;2;13;10;2;2;1;4;3;5;5;5;3;2;2;3;3;2;1;2;3;3;1;1;2;2;1;1;3;2;3;4;1;1;7;3;2;3;1;7;1;2;2;2;3;5;33;32;3;3;5;2024
1182;2;1;1;3;10;8;10;9;8;2;1;2;1;10;3;9;4;2;7;9;7;3;8;1;2;2;2;9;7;9;7;3;8;1;2;2;2;9;7;4;4;9999;3;4;2;2;4;2;1;S1|S5|S2|S4|S3;7;7;8;3;9;1;2;2;2;9;1;2;2;2;9;Mobile;1;5;2;4;3;6;1;1;2;5;4;3;2;1;2;8;1;0,270551708709008;0,258256671003009;1;0,338588027989004;0,412487904251445;1;4;1;5;1;6666;6666;6666;11;5;4;10;1;1;1;5;4;2;1;1;1;1;4;3;6666;8;2;4;5;4;1;3;4;3;2;1;1;2;0;1;2;2;2;2;1;2;2;2;2;2;13;9;1;2;2;6;3;9;5;4;3;4;0;1;6;1;1;3;2;5;1;2;2;1;1;1;3;2;3;2;1;2;1;3;3;6;1;7;1;2;1;6;9;5;35;32;3;4;4;2025
1096;2;1;1;4;10;10;10;10;10;5;3;2;1;0;10;0;10;2;5;10;5;10;5;2;2;2;2;10;5;10;5;10;5;2;2;2;2;10;10;4;3;9999;4;4;1;1;4;1;2;S4|S3|S2|S1|S5;10;5;10;5;5;2;2;2;2;10;2;2;2;2;10;Mobile;1;2;6;5;3;4;1;1;4;5;2;3;6;3;2;8;1;0,938357039822846;0,788748523013675;1;0,945171709613083;1,05990670914614;1;4;1;7;5;6666;6666;2;5;1;5;11;1;2;5;5;6666;2;6666;4;2;6666;6666;2;6666;9;2;6666;2;1;1;2;1;1;6666;2;5;3;2;1;1;1;1;2;2;2;2;2;2;2;12;10;1;2;2;3;3;6;4;2;3;5;1;3;0;1;1;1;1;3;1;1;2;2;1;2;2;2;3;4;2;1;7;3;4;0;1;8;1;3;2;4;4;2;42;41;4;6666;3;2025
376;2;1;3;2;6;6;6;6;6;5;4;1;2;5;6;7;6;2;6;5;5;5;5;1;2;2;1;7;6;5;5;5;5;1;2;2;1;7;6;3;3;1;3;5;2;2;3;2;2;S1|S4|S3|S2|S5;6;5;5;5;5;1;2;2;1;7;1;2;2;1;7;6666;1;3;6;2;4;5;1;1;3;4;2;5;6;2;1;1;5;0,0825677370184974;0,03753087710645;1;0,0358578300912972;0,0782513408401381;1;4;1;7;5;6666;1;2;9;3;3;9;2;2;6;3;6666;1;6666;6666;1;6666;6666;4;6666;1;4;6666;3;1;2;6666;6666;1;6666;1;2;1;3;2;2;2;1;2;2;2;2;1;2;2;10;5;1;1;2;5;3;6;2;1;3;4;0;2;4;1;1;2;1;1;1;2;1;2;2;2;3;3;2;3;1;2;6;3;2;3;1;7;1;2;3;4;5;5;46;46;4;6666;4;2025
225;1;1;3;2;7;3;6;3;3;4;4;1;2;3;2;7;2;1;2;6;3;7;2;2;2;2;1;3;2;6;9;7;2;2;2;2;1;3;7;4;4;9999;3;3;2;2;3;2;2;S5|S3|S2|S1|S4;7;3;6;2;2;2;2;2;1;3;2;2;2;1;3;Mobile;1;2;6;3;4;5;1;1;3;5;4;2;5;2;2;4;7;0,0182138869271284;0,0100890506818315;1;0,00960153148753043;0,018125291632759;1;7;3;6666;5;6666;1;6666;9;3;6666;6666;2;6666;6666;3;6666;1;6666;6666;1;6666;6666;4;6666;11;4;6666;1;1;1;2;1;1;6666;1;5;2;0;2;2;2;1;2;2;2;2;2;2;2;7;5;1;1;1;5;3;8;1;1;3;5;0;3;2;2;9999;1;1;1;1;2;1;2;2;2;4;1;6666;4;2;1;7;2;2;9;1;6;1;1;2;5;2;1;46;46;4;6666;1;2025
74;2;1;1;1;9;8;8;3;7;3;3;1;2;2;10;9;5;2;9;9;9;9;9;2;2;1;1;9;6;6;7;7;9;2;2;1;1;9;8;3;3;9999;4;4;3;2;1;2;1;S4|S2|S3|S1|S5;9;9;9;9;9;2;2;1;1;9;2;2;1;1;9;Mobile;1;4;6;5;3;2;1;1;2;3;4;5;5;4;2;6;7;0,0469424480325591;0,0454465176622939;1;0,054478291603219;0,056967126363316;1;4;1;7;6;3;1;6666;5;1;5;11;2;1;1;4;4;2;2;6666;2;1;6666;3;6666;7;1;1;2;1;1;3;1;2;6666;1;5;2;0;2;1;1;2;2;2;2;2;2;2;2;13;10;1;2;2;5;3;10;6;3;3;3;1;3;8;1;1;2;2;2;1;2;2;2;2;1;3;9999;9999;2;1;2;1;3;9999;5;1;7;1;2;1;3;2;1;55;55;5;3;3;2025
1470;2;1;1;3;10;2;8;5;0;4;4;1;2;5;9;9;9;2;6;0;4;2;8;1;2;2;1;8;6;0;4;2;8;1;2;2;1;8;6;4;3;9999;3;3;4;4;4;4;1;S3|S4|S5|S2|S1;8;2;6;0;4;1;2;2;1;8;1;2;2;1;8;Mobile;1;3;4;6;5;2;1;1;3;5;4;2;6;3;2;0;5;0,185215703989429;0,147490601121578;1;0,163531263431498;0,209121480564574;1;5;3;6666;5;6666;1;6666;7;2;6666;6666;2;6666;6666;4;6666;2;6666;6666;1;6666;6666;1;6666;1;3;6666;1;1;1;2;3;3;2;1;3;2;2;2;2;2;1;2;2;2;1;2;2;2;4;3;1;1;2;3;3;3;6;3;2;4;2;3;3;3;4;2;1;1;1;2;2;2;1;2;2;1;6666;4;2;1;7;4;3;5;4;6666;4;6666;3;2;4;2;54;54;5;6666;1;2025
443;2;1;1;3;4;5;5;5;5;2;2;2;1;5;8;8;8;2;10;7;10;7;10;1;2;2;1;8;10;7;10;7;10;1;2;2;1;8;10;4;4;1;4;4;2;4;4;2;1;S1|S2|S3|S4|S5;10;7;10;7;10;1;2;2;1;8;1;2;2;1;8;6666;1;5;4;6;3;2;1;1;3;5;4;2;6;2;2;6;5;0,094695489352796;0,0495540168135896;1;0,0498713057009213;0,0898165851473428;2;4;1;7;5;6666;1;1;10;4;4;10;2;2;5;4;4;1;2;6666;1;6666;6666;4;6666;5;3;3;2;1;1;3;1;4;1;2;2;3;0;2;2;2;1;2;2;2;2;2;2;2;11;8;1;4;2;4;3;9;3;1;4;6;0;3;8;2;4;2;1;3;1;1;2;2;1;1;3;1;3;4;2;2;7;3;2;5;1;7;1;2;2;4;3;2;46;46;4;4;3;2025
