UID_caps;caps_QC01A;caps_QC02A;caps_QC02;caps_QC03;caps_QC04A;caps_QC04B;caps_QC04C;caps_QC04D;caps_QC04E;caps_QC05_1;caps_QC05_2;caps_QC05_DO_QC05_1;caps_QC05_DO_QC05_2;caps_QC06A;caps_QC06B;caps_QC06C;caps_QC06D;caps_QC07;caps_QC08_1;caps_QC08_2;caps_QC08_3;caps_QC08_4;caps_QC08_5;caps_QC09A;caps_QC09B;caps_QC09C;caps_QC09D;caps_QC09E;caps_QC08B_1;caps_QC08B_2;caps_QC08B_3;caps_QC08B_4;caps_QC08B_5;caps_QC09A_2;caps_QC09B_2;caps_QC09C_2;caps_QC09D_2;caps_QC09E_2;caps_ccl_q01;caps_ccl_q02;caps_ccl_q03;caps_ccl_q04;caps_ccl_q05_1;caps_ccl_q05_2;caps_ccl_q05_3;caps_ccl_q05_4;caps_ccl_q05_5;caps_ccl_q05_6;caps_ALEA_C;caps_SliderOrder;caps_Slider_S1;caps_Slider_S2;caps_Slider_S3;caps_Slider_S4;caps_Slider_S5;caps_Choix_QC09A;caps_Choix_QC09B;caps_Choix_QC09C;caps_Choix_QC09D;caps_Choix_QC09E;caps_Choix_QC09A_2;caps_Choix_QC09B_2;caps_Choix_QC09C_2;caps_Choix_QC09D_2;caps_Choix_QC09E_2;caps_Device;caps_Version;caps_QC04_DO_QC04E;caps_QC04_DO_QC04D;caps_QC04_DO_QC04C;caps_QC04_DO_QC04B;caps_QC04_DO_QC04A;caps_QC04_DO_transition;caps_QC06_DO_transition;caps_caps_QC06_DO_QC06D;caps_QC06_DO_QC06C;caps_QC06_DO_QC06B;caps_QC06_DO_QC06A;cal_AGE;cal_DIPL;cal_SEXE;cal_TUU;cal_ZEAT;PDSPLT_INIT;POIDS_INIT;panel;POIDS_caps;PDSPLT_caps;eayy_a3_rec;eayy_a4_rev;eayy_a5;eayy_a5c_rec;eayy_b1_rev;eayy_b10a;eayy_b11;eayy_b11cjt;eayy_b18_rec;eayy_b18c;eayy_b18ccjt;eayy_b18cjt_rec;eayy_b1b;eayy_b1bcjt;eayy_b1cjt_rev;eayy_b2_11a_rec;eayy_b2_11acjt_rec;eayy_b25_rec;eayy_b25cjt_rec;eayy_b5;eayy_b5a_rec;eayy_b5acjt;eayy_b5d_rec;eayy_b6a_12a_rec;eayy_b6b_12b_rec;eayy_b7b_rec;eayy_b8_rec;eayy_b8cjt_rec;eayy_c1_rec;eayy_c1jeu;eayy_c8;eayy_c8a_rec;eayy_c8b_rec;eayy_d1;eayy_d2_rev;eayy_d3;eayy_d5a;eayy_d6;eayy_d7_rev_som;eayy_e1a;eayy_e1b;eayy_e1c;eayy_e1d;eayy_e1e;eayy_e1f1;eayy_e1f2;eayy_e1g;eayy_e1h;eayy_e1i;eayy_e1j;eayy_e2a_rec2;eayy_e2auc2;eayy_e2auc_source2;eayy_e3_som;eayy_e4;eayy_e5;eayy_e6;eayy_f1_rev;eayy_f1a1;eayy_f3_rev;eayy_f4;eayy_f6a;eayy_f7_som;eayy_f7ter;eayy_f9;eayy_g1_1;eayy_g1_2;eayy_g3a;eayy_g3b;eayy_g3c;eayy_g3d;eayy_g5;eayy_g6_1;eayy_g6_2;eayy_g6_3;eayy_g6_4;eayy_g7;eayy_g8a;eayy_g8b;eayy_g8c;eayy_h_c11;eayy_h_teo1;eayy_h5_rev;eayy_i1;eayy_i2;eayy_i8;eayy_i11_rev_22;eayy_i11a_22;eayy_i12_rev_22;eayy_i12a_22;eayy_j1;eayy_k1_rec;eayy_k2_rec;eayy_k3;eayy_pcs29_2020;eayy_pcs18_2020;eayy_pcs6_2020;eayy_pcs6cjt_2020;eayy_typmen5;eayy_vague
1488;2;2;6666;2;9999;9;9;9;6;4;3;2;1;6;7;8;7;1;8;8;6;6;4;1;2;2;1;5;8;8;6;6;4;1;2;2;1;5;6;4;4;9999;3;3;2;2;3;2;2;S3|S1|S4|S5|S2;8;4;8;6;6;1;2;2;1;5;1;2;2;1;5;Mobile;1;2;5;6;4;3;1;1;5;2;4;3;4;2;2;8;1;2,55473405390075;1,39726688693738;2;1,49151233892318;2,71816121269471;1;2;1;4;1;6666;6666;6666;9;3;5;11;1;1;1;4;4;2;1;1;2;1;1;10;6666;11;3;3;2;1;2;6666;6666;1;6666;2;4;3;1;1;2;1;2;2;2;2;2;2;2;2;13;10;1;2;2;1;3;8;3;3;3;2;1;2;6;2;3;3;1;2;2;2;2;2;1;2;3;2;2;4;2;1;7;4;3;3;1;9999;1;2;2;3;5;4;52;51;5;3;3;2025
597;2;1;1;1;5;5;5;0;5;3;3;1;2;0;0;0;0;1;9999;9999;9999;9999;9999;2;2;1;2;0;5;5;5;5;5;2;2;1;2;0;5;3;4;9999;3;3;3;1;1;1;1;S3|S2|S5|S1|S4;6666;6666;6666;6666;6666;2;2;1;2;0;2;2;1;2;0;Mobile;1;4;2;6;5;3;1;1;5;3;4;2;3;3;1;0;2;1,97217526541388;1,5663882021379;2;1,92533795394476;2,59095025923375;1;4;1;6;1;6666;6666;6666;5;1;4;10;1;1;1;4;4;1;1;1;1;1;3;6;6666;7;3;1;4;3;2;6666;6666;1;6666;1;2;1;0;1;2;2;2;2;2;2;2;2;2;2;12;6;1;2;2;4;3;7;4;4;3;4;1;3;3;1;2;2;2;2;1;2;2;2;1;2;3;3;2;3;1;2;4;4;3;5;1;7;1;2;3;4;5;5;63;61;6;5;4;2024
1091;2;1;3;2;10;5;10;5;8;3;3;1;2;5;5;10;8;2;8;8;8;8;8;2;2;2;2;10;5;5;5;5;5;2;2;2;2;10;8;4;3;9999;4;3;1;1;3;1;1;S1|S2|S5|S3|S4;8;8;8;8;8;2;2;2;2;10;2;2;2;2;10;Mobile;1;4;2;5;3;6;1;1;3;5;4;2;5;2;2;1;3;1,7116193361363;0,826890441929375;2;0,742733996189686;1,7035015801839;1;4;1;7;5;6666;1;1;7;2;3;9;2;2;5;6;4;2;2;6666;2;6666;6666;3;6666;11;6666;3;2;1;1;3;1;1;6666;1;5;1;0;2;2;2;1;2;2;2;2;2;2;2;12;9;1;3;2;6;3;8;2;5;4;4;0;3;9;3;1;2;1;2;1;2;2;2;2;1;3;1;4;4;1;1;7;3;2;4;1;7;1;2;2;4;1;2;55;55;5;4;3;2025
126;1;1;3;4;8;7;7;5;7;3;3;2;1;8;3;8;3;2;6;8;8;6;8;2;2;2;2;7;6;8;8;6;8;2;2;2;2;7;6;4;3;9999;4;4;2;2;3;2;2;S4|S5|S3|S2|S1;8;6;8;6;8;2;2;2;2;7;2;2;2;2;7;Mobile;1;5;2;4;3;6;1;1;5;2;4;3;6;4;1;8;1;2,16635092500831;1,77783368419083;2;2,28484693525862;2,52532778716367;1;3;1;5;5;6666;1;1;4;1;5;11;2;2;5;2;2;2;2;6666;1;6666;6666;6666;7;2;6666;6666;2;1;1;2;1;1;6666;1;5;2;2;2;2;2;1;2;2;2;2;2;1;1;11;9;1;4;2;5;3;8;4;3;3;5;2;2;8;3;1;1;2;3;1;2;2;2;1;2;4;2;2;9999;1;1;7;2;3;7;1;7;1;2;3;4;4;1;62;61;6;3;3;2025
1112;2;1;1;4;7;9;10;7;7;9999;9999;1;2;2;8;9;4;1;7;7;5;6;5;2;2;2;2;8;7;7;5;6;5;2;2;2;2;8;4;4;2;9999;3;5;4;1;5;4;1;S1|S2|S3|S4|S5;7;7;5;6;5;2;2;2;2;8;2;2;2;2;8;6666;1;2;4;3;5;6;1;1;2;4;3;5;6;1;1;6;8;0,232710682535796;0,17475184253334;2;0,197024074358807;0,280825659574541;1;4;1;7;5;6666;1;1;11;5;4;10;2;2;5;2;2;9999;2;6666;1;6666;6666;6666;9;9;6666;6666;2;1;2;6666;6666;1;6666;1;5;2;1;1;2;2;1;2;2;2;2;2;2;2;12;10;1;3;2;4;3;5;4;3;3;4;1;2;7;2;2;4;3;3;1;2;2;2;1;1;2;3;3;3;2;1;7;2;3;6;1;4;1;2;3;6;6;3;34;32;3;6666;3;2025
727;1;1;1;1;8;4;10;10;0;5;5;1;2;5;0;5;0;1;8;3;0;8;8;1;2;1;2;10;8;3;0;8;8;1;2;1;2;10;9;4;4;9999;3;4;2;2;4;2;1;S3|S2|S4|S1|S5;8;3;8;0;8;1;2;1;2;10;1;2;1;2;10;Mobile;1;6;3;4;5;2;1;1;4;3;5;2;4;4;1;0;2;1,77359244899137;1,48591237082622;2;1,85332747357433;2,27270380584671;1;4;1;3;7;3;1;6666;1;1;2;6;2;1;1;4;6;2;2;6666;1;1;6666;4;6666;7;2;6666;3;1;1;3;1;3;4;1;2;2;0;1;2;2;2;1;2;2;2;2;2;2;9;3;2;3;2;2;1;8;4;2;3;5;1;3;0;3;2;2;1;1;1;2;2;2;1;2;3;3;1;4;2;2;7;3;4;6;1;6;1;1;4;5;3;5;55;55;5;5;4;2025
84;2;1;3;2;7;3;7;5;3;5;3;1;2;5;7;7;5;2;0;0;5;5;5;2;2;9999;2;7;0;0;5;5;5;2;2;9999;2;7;7;4;4;1;3;5;2;2;3;2;1;S2|S4|S3|S1|S5;5;0;5;0;5;2;2;6666;2;7;2;2;6666;2;7;Mobile;1;3;2;4;6;5;1;1;4;5;2;3;5;3;2;4;2;0,934251652238842;0,777165108727668;2;0,878207088603306;1,09964832178467;1;7;3;6666;5;6666;1;6666;5;1;6666;6666;2;6666;6666;6;6666;2;6666;6666;1;6666;6666;10;6666;10;6666;6666;1;1;1;3;1;1;6666;1;3;2;0;2;2;2;1;2;2;2;2;2;2;2;7;5;1;1;2;3;3;5;6;4;3;6;1;3;5;3;3;2;2;1;2;2;2;2;1;2;3;1;6666;4;2;1;6;4;4;9999;2;6666;2;6666;3;3;5;3;56;56;5;6666;1;2025
903;1;1;3;3;9;6;8;5;4;3;3;2;1;6;7;5;8;1;8;4;8;8;8;2;2;1;1;6;8;4;8;8;8;1;2;1;2;6;8;3;9999;9999;3;3;3;2;3;1;1;S2|S4|S1|S3|S5;8;8;8;4;8;2;2;1;1;6;1;2;1;2;6;Mobile;1;3;6;4;5;2;1;1;4;5;2;3;5;2;2;4;2;0,246358927804006;0,166157315791906;2;0,161214809092094;0,245256041470797;1;5;2;3;1;6666;6666;6666;10;4;5;11;1;1;1;2;1;2;6666;1;1;2;5;6666;9;9;6666;6666;1;1;1;3;1;2;6666;1;5;2;0;1;2;2;2;2;2;2;2;2;2;2;13;10;1;2;2;3;1;8;4;2;3;4;0;1;4;1;1;2;1;1;1;2;2;2;1;1;2;1;6666;3;2;1;2;1;4;2;1;8;1;1;2;5;4;2;42;41;4;2;1;2025
1301;2;1;3;2;9;9;10;9;9;1;1;2;1;9;9999;10;10;2;10;10;9;10;9;1;1;1;1;2;10;10;9;10;9;1;1;1;1;2;10;3;3;9999;4;4;1;1;3;2;2;S2|S1|S3|S5|S4;10;10;9;9;10;1;1;1;1;2;1;1;1;1;2;6666;1;3;2;5;4;6;1;1;5;4;3;2;7;3;1;4;7;1,59156401671806;1,45970338726118;2;1,96761238684475;2,1955381924157;2;4;1;7;5;6666;1;1;5;1;1;1;2;2;5;5;4;2;2;6666;1;6666;6666;10;6666;11;2;4;2;1;1;3;2;1;6666;1;4;9999;1;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;9999;11;7;1;2;2;2;3;6;3;1;3;2;4;1;7;2;1;2;1;1;1;2;1;2;2;2;5;3;2;9999;2;1;7;1;3;1;1;8;2;6666;3;4;8;5;33;32;3;6;3;2025
1222;2;1;1;1;7;3;10;7;7;4;4;2;1;3;3;7;3;2;8;7;5;7;6;2;1;2;1;6;8;7;5;7;6;2;1;2;1;6;3;4;3;9999;4;3;2;3;1;3;1;S5|S1|S2|S3|S4;7;5;7;6;8;2;1;2;1;6;2;1;2;1;6;Mobile;1;4;2;5;3;6;1;1;3;4;2;5;2;2;2;0;7;0,641750153721387;0,397012769908451;2;0,455020718010444;0,812337398789622;1;3;1;5;1;6666;6666;6666;10;4;3;9;1;1;1;4;4;2;2;1;1;1;2;3;6666;7;4;3;4;3;1;2;3;2;6666;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;12;8;1;3;2;4;3;7;2;3;3;4;1;1;7;1;1;2;1;1;1;2;2;2;1;2;3;1;3;4;2;1;7;3;3;5;1;7;1;2;1;5;4;3;54;54;5;4;4;2025
198;2;1;1;4;8;8;5;8;8;4;3;2;1;5;8;8;8;2;9;9999;9;7;5;1;2;2;2;7;9;5;9;7;5;1;2;2;2;7;8;3;3;9999;4;4;3;3;3;3;1;S1|S2|S3|S5|S4;9;6666;9;5;7;1;2;2;2;7;1;2;2;2;7;Mobile;1;4;5;2;3;6;1;1;4;2;3;5;5;2;2;1;8;0,387861119956993;0,197544501382594;2;0,18137577037193;0,386068679721552;1;4;1;7;5;6666;1;6666;10;4;1;1;2;1;5;2;2;1;2;6666;1;1;6666;6666;9;6;6666;6666;2;1;1;3;1;1;6666;1;5;2;2;2;2;2;1;2;2;2;2;2;3;2;12;9;1;2;2;3;1;7;4;1;3;4;2;3;4;2;1;2;2;2;2;2;2;2;1;2;3;1;3;4;1;2;9999;2;3;3;1;3;1;2;2;2;4;1;45;41;4;5;3;2025
600;2;1;1;1;8;8;8;9999;8;1;1;1;2;10;10;10;10;2;10;10;10;10;10;1;2;1;1;5;10;10;10;10;10;1;2;1;1;5;8;4;4;9999;4;4;1;1;4;1;1;S5|S4|S3|S2|S1;10;10;10;10;10;1;2;1;1;5;1;2;1;1;5;Mobile;1;4;3;6;5;2;1;1;3;5;4;2;5;2;2;0;7;0,434388573958269;0,217027131403483;2;0,19857894229127;0,432196850084802;1;4;1;7;5;6666;1;1;10;4;5;11;2;2;5;3;2;1;1;6666;1;6666;6666;6;6666;11;3;6666;2;1;1;3;1;1;6666;1;3;1;3;2;2;2;1;2;2;2;2;2;1;2;13;10;1;1;2;6;1;8;5;3;4;5;3;2;7;2;2;5;2;2;1;2;2;2;1;2;2;3;1;4;2;1;7;1;3;4;1;7;1;2;3;3;6;2;37;36;3;3;3;2025
87;2;2;6666;4;7;7;7;5;6;3;3;1;2;4;7;5;7;2;5;7;5;7;5;2;2;2;2;8;5;7;5;7;5;2;2;2;2;8;5;4;3;9999;3;3;3;2;4;3;2;S2|S3|S5|S1|S4;7;5;7;5;5;2;2;2;2;8;2;2;2;2;8;6666;1;2;3;5;6;4;1;1;2;5;4;3;7;1;1;8;1;0,320536338210153;0,280847943118571;2;0,369723115193614;0,466890665643471;1;4;1;4;5;6666;6666;6666;11;5;4;10;1;1;5;1;1;6666;6666;6666;2;2;6666;6666;6666;8;6666;6666;2;1;2;6666;6666;1;6666;2;4;3;2;9999;1;9999;1;9999;9999;9999;9999;9999;9999;9999;13;10;1;2;1;6;3;3;4;2;3;2;1;2;5;2;1;5;4;3;1;2;2;2;1;2;2;2;2;3;2;1;7;1;2;4;1;7;1;2;2;8;8;3;31;31;3;3;3;2025
1585;2;1;2;4;9999;5;10;0;10;4;4;2;1;1;7;9;7;2;9;7;6;6;8;2;2;2;1;9;9;7;6;6;8;2;2;2;1;9;9;4;3;9999;4;3;2;2;3;2;2;S1|S2|S4|S5|S3;9;7;8;6;6;2;2;2;1;9;2;2;2;1;9;6666;1;5;2;3;6;4;1;1;4;2;3;5;6;3;1;1;2;1,02068981162212;0,898400038100165;2;1,0223173886397;1,15282701611635;1;4;1;7;5;6666;1;6666;6;2;1;4;2;1;5;4;1;1;6666;6666;1;1;6666;6;6666;2;4;6666;2;1;2;6666;6666;1;6666;1;4;2;0;2;2;2;1;2;2;2;2;2;2;2;10;6;1;1;2;3;3;6;5;2;3;3;0;3;2;2;1;2;1;1;1;2;2;2;1;2;4;9999;1;9999;1;2;7;3;2;8;1;7;1;2;3;6;7;2;38;36;3;2;3;2025
70;2;1;1;2;8;4;7;5;4;4;4;2;1;3;4;7;3;1;4;5;5;7;4;2;2;2;1;6;4;5;5;7;4;2;2;2;1;6;5;4;4;9999;3;5;3;2;3;2;2;S2|S5|S1|S3|S4;5;4;7;4;5;2;2;2;1;6;2;2;2;1;6;6666;1;5;6;3;4;2;1;1;4;5;3;2;5;2;2;6;7;0,420787680125454;0,23514695643422;2;0,228657162805744;0,419052259485865;1;4;1;7;1;6666;6666;1;10;4;5;11;1;2;5;2;2;2;1;1;2;6666;5;6666;7;6;6666;6666;3;1;2;6666;6666;1;6666;2;5;5;0;1;2;2;1;1;2;2;2;2;1;2;13;10;1;5;2;4;1;5;4;2;3;3;1;3;3;2;1;2;1;1;1;2;2;1;2;1;3;2;3;3;1;2;6;2;3;5;1;9999;1;3;2;4;2;5;52;51;5;3;4;2025
1658;1;1;1;2;8;5;3;5;1;2;2;2;1;6;7;4;6;2;9;8;5;1;7;1;2;1;2;7;9;7;5;1;7;1;2;1;2;7;7;4;4;9999;3;4;3;2;3;2;1;S1|S3|S2|S4|S5;9;5;8;1;7;1;2;1;2;7;1;2;1;2;7;6666;1;2;4;5;6;3;1;1;3;4;5;2;3;3;1;1;4;0,789856772788529;0,791283598696123;2;0,960137361534674;1,03768067638615;1;5;2;1;1;6666;6666;6666;9;3;3;8;1;1;1;5;2;2;2;1;1;2;5;5;6666;1;1;6666;1;1;1;3;3;3;2;2;2;5;3;1;2;2;2;2;2;2;2;2;2;2;7;6;1;1;2;4;1;7;2;2;2;4;1;3;4;1;1;2;2;1;1;2;2;1;2;2;3;1;6666;4;1;1;6;3;2;6;1;7;1;2;2;5;4;2;35;32;3;5;1;2025
1161;1;1;2;4;9;6;8;4;5;4;4;1;2;6;3;9;4;1;9;5;9;5;5;1;2;2;2;9;9;5;9;5;5;1;2;2;2;9;9;4;4;9999;4;4;2;2;3;1;2;S1|S2|S3|S5|S4;9;5;9;5;5;1;2;2;2;9;1;2;2;2;9;Mobile;1;4;6;5;2;3;1;1;4;2;5;3;4;2;2;6;2;0,44827285495493;0,250236073474564;2;0,264760670960184;0,477253463544231;1;4;1;7;1;6666;6666;6666;10;4;1;1;1;1;1;2;4;2;2;1;1;1;5;6666;9;10;6666;2;5;1;2;6666;6666;1;6666;1;5;2;1;1;2;2;2;1;1;1;2;2;2;2;9999;9999;3;2;2;2;3;7;1;3;2;4;0;2;3;1;4;1;1;1;1;2;1;2;2;2;5;1;3;4;1;1;7;3;2;4;1;3;1;4;2;5;8;5;43;41;4;6;4;2025
750;2;1;1;3;5;7;8;3;5;3;2;1;2;2;2;6;6;1;0;5;5;5;5;2;2;2;2;8;0;5;5;5;5;2;2;2;2;8;9;4;4;9999;3;3;1;1;3;1;2;S4|S2|S1|S3|S5;5;5;5;0;5;2;2;2;2;8;2;2;2;2;8;Mobile;1;2;5;6;4;3;1;1;2;3;5;4;5;2;2;6;2;0,434553519034656;0,223687350504211;2;0,221668970553537;0,432929678009118;1;7;3;6666;5;6666;1;6666;10;4;6666;6666;2;6666;6666;1;6666;6666;6666;6666;1;6666;6666;6666;6666;6;6666;6666;2;1;1;2;2;1;6666;1;2;1;0;1;2;1;1;2;2;2;2;2;2;2;11;9;1;1;2;5;1;9;6;4;3;4;2;3;5;2;1;1;2;2;1;1;2;2;1;2;3;1;6666;3;1;2;6;1;4;5;1;2;1;3;1;2;1;2;31;31;3;6666;2;2025
595;2;1;1;3;9;9;9;5;9;2;2;1;2;5;9;9;9;2;5;9;5;9999;9;1;2;1;1;9;5;9;5;5;9;1;2;1;1;9;5;4;4;9999;3;5;3;4;4;4;2;S2|S1|S4|S5|S3;9;5;9;5;6666;1;2;1;1;9;1;2;1;1;9;6666;1;3;6;4;2;5;1;1;5;4;3;2;7;2;2;8;1;2,09244785111483;1,36071259620358;2;1,65544907421831;2,50761433650014;1;4;1;7;5;6666;1;1;8;3;5;11;2;2;5;5;2;1;1;6666;1;6666;6666;6;6666;11;1;6666;2;1;1;1;1;1;6666;1;5;9999;1;2;2;2;1;2;2;2;2;2;2;2;13;10;2;4;2;5;3;9;4;2;3;2;1;3;8;2;2;2;2;2;1;2;2;2;1;1;4;2;2;4;2;1;7;2;3;0;1;13;1;3;2;3;5;4;37;36;3;3;3;2025
1497;1;1;1;3;8;6;3;8;3;4;4;2;1;4;7;8;3;2;1;6;6;4;7;2;2;1;2;9;1;6;6;4;7;2;2;1;2;9;8;4;3;9999;4;4;1;3;4;1;1;S4|S3|S5|S2|S1;7;4;6;1;6;2;2;1;2;9;2;2;1;2;9;Mobile;1;5;3;4;6;2;1;1;2;3;5;4;4;2;2;1;5;0,126866461569462;0,0623779411441033;2;0,0601335204035814;0,134943320759366;1;1;3;6666;1;6666;6666;6666;10;4;6666;6666;1;6666;6666;4;6666;2;6666;1;1;6666;5;4;6666;6;3;6666;2;1;1;1;2;1;6666;1;4;2;0;1;2;2;2;2;2;2;2;2;2;2;9;4;1;3;2;3;3;4;3;2;2;5;0;3;3;1;4;3;1;2;1;2;1;2;2;2;4;1;6666;4;2;1;7;3;4;6;1;4;1;2;4;6;9;2;46;46;4;6666;2;2025
681;2;1;3;9999;10;5;6;10;3;4;3;2;1;4;10;10;10;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;10;0;0;6;3;5;2;2;2;2;10;0;2;3;1;2;2;9999;4;4;4;1;S1|S4|S2|S5|S3;6666;6666;6666;6666;6666;6666;6666;6666;6666;10;2;2;2;2;10;6666;1;6;4;2;5;3;1;1;4;2;3;5;6;3;1;6;7;1,4198424142722;1,1977594722554;2;1,42608897236704;1,60418630910478;1;4;1;7;5;6666;1;1;7;2;4;10;2;2;5;1;5;6666;2;6666;1;6666;6666;6666;6666;9999;6666;1;2;1;2;6666;6666;1;6666;1;5;2;0;9999;9999;9999;1;9999;9999;9999;9999;9999;9999;9999;9;5;9996;2;2;3;1;5;3;2;3;4;0;3;5;3;2;1;1;1;1;2;1;2;2;2;3;9999;1;9999;1;2;7;1;2;5;1;7;1;2;3;6;7;2;21;21;2;9999;3;2025
1551;2;1;3;5;10;9999;10;10;9999;4;4;1;2;10;10;10;10;2;10;6;10;10;10;1;9999;1;2;10;10;6;10;10;10;1;2;2;2;10;10;4;4;1;4;4;1;2;4;1;1;S3|S2|S1|S5|S4;10;6;10;10;10;1;6666;1;2;10;1;2;2;2;10;Mobile;1;3;2;4;5;6;1;1;2;5;3;4;5;2;2;8;1;0,941156888438991;0,915300455754967;2;0,915651069330407;0,93700077217763;2;5;3;6666;1;6666;6666;6666;6;2;6666;6666;1;6666;6666;6;6666;2;6666;1;1;6666;3;3;6666;5;6666;6666;1;1;1;2;1;3;4;2;5;4;3;1;2;2;2;2;2;2;2;2;2;2;6;5;1;1;2;3;3;8;5;2;3;5;0;3;5;2;3;2;1;1;1;1;2;2;1;2;3;9999;6666;9999;1;4;2;2;3;5;1;3;1;2;2;2;1;2;54;54;5;6666;1;2025
666;1;1;1;4;7;7;7;7;3;3;3;2;1;3;5;7;5;9999;0;0;0;0;0;9999;2;2;1;5;0;0;0;0;0;9999;2;2;1;5;6;4;4;9999;2;5;2;1;5;2;2;S5|S3|S2|S4|S1;0;0;0;0;0;6666;2;2;1;5;6666;2;2;1;5;Mobile;1;2;5;4;6;3;1;1;4;3;5;2;4;1;1;6;3;0,263118702567825;0,195882071408256;2;0,22260346334643;0,347997224191676;1;4;1;7;1;6666;6666;6666;11;5;4;10;1;1;1;3;2;1;2;1;1;1;3;10;6666;11;4;6666;4;1;1;3;3;1;6666;1;5;2;2;1;2;2;2;2;2;2;2;2;1;2;13;10;1;4;1;4;1;8;4;5;3;4;2;3;7;1;4;3;1;1;1;1;2;1;1;2;4;3;3;3;2;3;6;1;2;7;1;9999;1;9999;3;7;9;9999;37;36;3;3;4;2025
380;2;2;6666;4;6;6;7;6;6;3;2;1;2;4;6;7;7;2;6;6;6;6;6;2;2;2;2;7;6;6;5;6;5;2;2;2;2;7;8;4;2;9999;3;3;1;1;3;1;1;S5|S4|S3|S2|S1;6;6;6;6;6;2;2;2;2;7;2;2;2;2;7;Mobile;1;3;2;6;5;4;1;1;4;5;3;2;1;1;2;6;5;2,10495450947238;2,17694374931896;2;2,73410260732941;3,17628715166043;1;2;1;3;1;6666;6666;6666;11;5;5;11;1;1;1;4;4;2;2;1;1;1;2;6;6666;2;3;3;2;1;2;6666;6666;4;1;2;2;3;4;1;2;2;2;2;2;2;2;2;2;2;12;10;1;4;2;4;1;7;4;3;3;3;0;3;5;1;4;2;3;2;2;2;2;1;1;1;2;2;2;4;2;1;7;3;3;3;1;4;1;2;3;2;2;2;38;36;3;3;3;2025
381;2;1;1;4;8;8;9999;5;2;2;2;1;2;2;2;6;3;1;5;2;7;5;4;2;2;1;2;5;5;2;7;5;4;2;2;1;2;5;5;3;4;9999;5;5;5;5;5;5;2;S1|S4|S3|S2|S5;5;5;7;2;4;2;2;1;2;5;2;2;1;2;5;Mobile;1;2;6;3;4;5;1;1;4;2;5;3;4;4;1;1;2;0,756613040887541;0,556281352711444;2;0,6861150940206;0,969653506044128;1;3;2;4;1;6666;6666;6666;1;1;5;11;1;1;1;4;4;2;1;2;1;2;5;10;6666;11;1;2;1;1;1;2;1;2;6666;1;5;1;2;1;2;1;2;2;2;2;2;2;2;2;6;4;1;2;1;2;3;7;4;2;3;2;0;3;1;2;2;1;3;2;2;1;2;2;1;1;4;1;6666;4;2;1;7;2;4;5;1;13;1;3;2;6;7;4;35;32;3;4;1;2025
440;2;1;1;3;9;7;7;7;7;3;3;1;2;6;10;10;10;1;10;8;8;10;10;2;2;1;1;10;7;6;6;10;10;2;2;1;1;10;7;4;3;9999;5;4;1;1;3;1;1;S3|S4|S2|S5|S1;10;8;10;8;10;2;2;1;1;10;2;2;1;1;10;Mobile;1;4;5;3;2;6;1;1;3;5;4;2;5;4;2;1;2;1,20502328546659;0,941631114101023;2;1,07914199225773;1,46190677613697;1;2;1;3;5;6666;2;1;1;1;2;6;2;2;5;6666;2;6666;2;6666;6666;6666;6666;6666;6666;6666;6666;6666;2;1;1;3;1;1;6666;1;2;2;0;2;2;2;1;2;2;2;2;2;1;2;9;4;1;2;2;4;1;8;2;2;4;4;2;3;5;3;3;2;2;2;2;2;2;2;1;1;3;2;3;4;2;2;7;3;3;6;1;5;1;3;3;2;2;2;6666;6666;6666;6;3;2025
1623;2;1;1;3;7;4;6;3;4;4;4;1;2;0;1;5;2;1;3;6;8;8;4;1;2;2;1;7;3;6;8;8;4;1;2;2;1;7;3;3;3;9999;3;2;4;3;3;2;1;S4|S5|S3|S1|S2;8;4;8;3;6;1;2;2;1;7;1;2;2;1;7;Mobile;1;2;6;5;3;4;1;1;3;2;5;4;3;2;2;0;3;0,458639545722733;0,247791595038082;2;0,254637458465389;0,519174613026812;1;4;1;7;1;6666;6666;6666;11;5;4;10;1;1;1;2;1;2;6666;1;1;1;5;6666;9;9;6666;6666;6;4;1;3;4;2;6666;1;4;2;2;1;1;2;2;2;1;2;2;2;1;2;13;8;1;3;2;4;1;3;3;2;2;2;0;3;5;1;1;2;2;2;1;2;2;2;1;1;5;1;4;4;1;2;6;3;3;7;1;13;1;1;2;4;2;5;42;41;4;2;4;2025
43;1;1;3;4;2;8;8;2;2;2;2;2;1;5;5;8;8;2;7;6;7;6;7;2;2;2;2;8;7;6;7;6;7;2;2;2;2;8;4;3;3;1;3;3;2;2;4;2;2;S5|S3|S2|S4|S1;7;7;6;6;7;2;2;2;2;8;2;2;2;2;8;6666;1;3;2;6;5;4;1;1;2;5;4;3;6;3;1;0;4;0,995009657975343;0,735642599768899;2;0,845919441046386;1,12351223343413;1;2;1;6;5;6666;1;6666;5;1;4;10;2;1;5;4;4;1;2;6666;1;1;6666;6;6666;1;2;2;2;1;1;3;1;1;6666;1;4;2;3;2;2;2;1;1;2;2;2;2;1;2;9999;9999;1;1;2;5;3;8;4;3;3;4;2;3;9;2;4;2;4;5;1;2;2;2;2;1;2;9999;1;9999;2;1;7;1;3;2;1;11;1;3;5;6;7;5;38;36;3;4;3;2025
